EID_x,Title_x,References,ref_title,Authors,Title_y,Abstract,DOI,Year,Cited by,Author Keywords,Index Keywords,EID_y
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity,"Ezzat, M., A comprehensive proposition of urbanism (2019) New Metropolitan Perspectives, ISHT 2018, Regio Calabria, Italy. Smart Innovation, Systems and Technologies, 100, pp. 433-443. , Springer, Cham",A comprehensive proposition of urbanism,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Ezzat, M., A framework for a comprehensive conceptualization of urban constructs: SpatialNet and SpatialFeaturesNet for computer-aided creative urban design (2020) RE: Anthropocene, Proceedings of the 25th International Conference of the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA)",A framework for a comprehensive conceptualization of urban constructs: SpatialNet and SpatialFeaturesNet for computer-aided creative urban design,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Fishe, S., Philosophy of architecture (2016) The Stanford Encyclopedia of Philosophy, Metaphysics Research Lab, Stanford University",Philosophy of architecture,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Ventura, D., The computational creativity complex (2015) Computational Creativity Research: Towards Creative Machines, , Besold, T., Schorlemmer, M., Smaill, A. (eds) Atlantis Press, Paris",The computational creativity complex,Ventura D.,The computational creativity complex,[No abstract available],,2015.0,3.0,,,2-s2.0-85080690920
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Ezzat, M., A computational tool for mapping the users’ urban cognition-a framework and a representation for the evolutionary optimization of the fuzzy binary relation between the urban conceptions of “us” and “others (2018) The 36th eCAADe Conference",A computational tool for mapping the users’ urban cognition-a framework and a representation for the evolutionary optimization of the fuzzy binary relation between the urban conceptions of “us” and “others,Ezzat M.,A computational tool for mapping the users’ urban cognition-a framework and a representation for the evolutionary optimization of the fuzzy binary relation between the urban conceptions of “us” and “others,[No abstract available],,2018.0,1.0,,,2-s2.0-85091286818
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Tamari, T., The phenomenology of architecture: a short introduction to Juhani Pallasmaa (2017) Body Soc, 23 (1), pp. 91-95",The phenomenology of architecture: a short introduction to Juhani Pallasmaa,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Lefebvre, H., (1974) The Production of Space, , Blackwell, Oxford",,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Derrida, J., (1967) Of Grammatology. Les Éditions de Minuit, , Paris",,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Derrida, J., (1967) Speech and Phenomena, , Presses Universitaires de France, Paris",,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Funke, J., On the psychology of creativity (2009) Milieus of Creativity: An Interdisciplinary Approach to Spatiality of Creativity, , Meusburger, P., Funke, J., Wunder, E. (eds) Springer, Dordrecht",On the psychology of creativity,Funke J.,On the psychology of creativity,[No abstract available],,2009.0,15.0,,,2-s2.0-84952714748
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Brinck, I., The gist of creativity (1997) The Complexity of Creativity, , Andersson, Å.E., Sahlin, N.E. (eds) Springer, Dordrecht",The gist of creativity,Brick I.,The gist of creativity,[No abstract available],,1997.0,3.0,,,2-s2.0-85082895205
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Evans, V., What’s in a concept? Analog versus parametric concepts in LCCM theory (2015) The Conceptual Mind: New Directions in the Study of Concepts, , Margolis, E., Laurence, S. (eds) The MIT Press, Cambridge",What’s in a concept? Analog versus parametric concepts in LCCM theory,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Heath, D., Norton, D., Ventura, D., A conveying semantics through visual metaphor (2014) ACM Trans. Intell. Syst. Technol, 5 (2). , 31:1–31:17",A conveying semantics through visual metaphor,,,,,,,,,
2-s2.0-85091292384,A comprehensive conceptualization of urban constructs as a basis for design creativity: An ontological conception of urbanism for human-computer aided spatial experiential simulation and design creativity," Heath, D., Norton, D., Ventura, D., Autonomously communicating conceptual knowledge through visual art (2013) ICCC",Autonomously communicating conceptual knowledge through visual art,"Heath D., Norton D., Ventura D.",Autonomously communicating conceptual knowledge through visual art,"In visual art, the communication of meaning or intent is an important part of eliciting an aesthetic experience in the viewer. Building on previous work, we present three additions to DARCI that enhances its ability to communicate concepts through the images it creates. The first addition is a model of semantic memory based on word associations for providing meaning to concepts. The second addition composes universal icons into a single image and renders the image to match an associated adjective. The third addition is a similarity metric that maintains recognizability while allowing for the introduction of artistic elements. We use an online survey to show that the system is successful at creating images that communicate concepts to human viewers. © 2013 Proceedings of the 4th International Conference on Computational Creativity, ICCC 2013. All rights reserved.",,2013.0,3.0,,Artificial intelligence; Arts computing; Conceptual knowledge; Online surveys; Semantic memory; Similarity metrics; Single images; Visual arts; Word association; Image enhancement,2-s2.0-84949423196
