Key,Title,include_aparna,include_kyle
33PCBE9R,RoRePo: Detecting the role information and relative position information for contexts in multi-turn dialogue generation,1,1
QEPNNDJP,DIGIT: A Novel Design for a Low-Cost Compact High-Resolution Tactile Sensor with Application to In-Hand Manipulation,0,0
VQNFQPS3,Bat-G2 net: Bat-inspired graphical visualization network guided by radiated ultrasonic call,0,0
ASL7CQFB,A Hybrid Approach for Detecting Prerequisite Relations in Multi-modal Food Recipes,0,0
ZHFRBUDM,Predicting population level hip fracture risk: a novel hierarchical model incorporating probabilistic approaches and factor of risk principles,0,0
FF927AM8,Scientific discourse of citizen scientists: Models as a boundary object for collaborative problem solving,0,0
SJK8UYNS,Utilizing safety rule correlation for mobile scaffolds monitoring leveraging deep convolution neural networks,0,0
LHF37I6T,"Scaffolding augmented reality inquiry learning: the design and investigation of the TraceReaders location-based, augmented reality platform",0,0
4XRBGPGW,Improving Risk Assessment of Miscarriage During Pregnancy with Knowledge Graph Embeddings,0,0
K9VULEKE,DBN-extended: A dynamic Bayesian network model extended with temporal abstractions for coronary heart disease prognosis,0,0
DJ9DG2PT,Probabilistic relational model benchmark generation: Principle and application,0,0
5NMRCHXT,Transfer latent variable model based on divergence analysis,0,0
J433GRQH,Data-driven analysis of radiologists' behavior for diagnosing thyroid nodules,0,0
X5MI5WMJ,On the behavior of convolutional nets for feature extraction,0,1
SWCSDNHQ,Grammatical facial expression recognition in sign language discourse: a study at the syntax level,0,0
NSMF6RCH,Improving relevance in a content pipeline via syntactic generalization,0,1
RDRU26SJ,A Multilayer Interval Type-2 Fuzzy Extreme Learning Machine for the recognition of walking activities and gait events using wearable sensors,0,0
P79BNGRG,Deep Mixture Generative Autoencoders,0,0
BTVA6GG8,A Steering Algorithm for Redirected Walking Using Reinforcement Learning,0,0
KV443I8L,A Deep CNN Ensemble Framework for Efficient DDoS Attack Detection in Software Defined Networks,0,0
75JFPQQ4,Recurrent Variational Autoencoders for Learning Nonlinear Generative Models in the Presence of Outliers,0,0
9PNLNLQ9,Hardware-Oriented Compression of Long Short-Term Memory for Efficient Inference,0,0
XKHS5MVI,Graph neural network and reinforcement learning for multi-agent cooperative control of connected autonomous vehicles,0,0
KJV8M3SN,Soft computing approaches for image segmentation: a survey,0,0
H9A5Z4EC,Early prediction of radiotherapy-induced parotid shrinkage and toxicity based on CT radiomics and fuzzy classification,0,0
XNFK9RRA,Efficient traversal of decision tree ensembles with FPGAs,0,0
7LWH7SLB,Local Anomaly Detection for Multivariate Time Series by Temporal Dependency Based on Poisson Model,0,0
VS2C8A4C,Lifting the curtain: Strategic visibility of human labour in AI-as-a-Service,0,0
63X8BU4U,Sum-product networks: A survey,0,0
YVMXGV6N,Finding optimal pedagogical content in an adaptive e-learning platform using a new recommendation approach and reinforcement learning,0,0
XK562PTN,Image watermarking using soft computing techniques: A comprehensive survey,0,0
WD62T662,Followers Retweet! The Influence of Middle-Level Gatekeepers on the Spread of Political Information on Twitter,0,0
AGZRAZUM,Advances in Variational Inference,0,0
FVLKKST2,Boosted Spin Channel Networks for Energy-Efficient Inference,0,0
3Z7R7TAJ,A combined optimization-theoretic and side-channel approach for attacking strong physical unclonable functions,0,0
E4Z8UQKL,Scaling associative classification for very large datasets,0,0
PXJX5EHS,Toward the reduction of incorrect drawn ink retrieval,0,0
ERQDT459,An overview of multi-modal medical image fusion,0,0
PTGQDANU,Inferring extended finite state machine models from software executions,0,0
CMMGKIEG,Global exponential stability of delayed Markovian jump fuzzy cellular neural networks with generally incomplete transition probability,0,0
CR4W65MX,Examining the multifactorial nature of a cognitive process using Bayesian brain-behavior modeling,0,0
6WKZGVAC,Investigating the computational power of spiking neurons with non-standard behaviors,0,0
BETN98IM,Global exponential synchronization of memristor-based recurrent neural networks with time-varying delays,0,0
7IZLQU6Z,Adaptive critic-based neuro-fuzzy controller in multi-agents: Distributed behavioral control and path tracking,0,0
GLLGN4KS,An expert system for selecting wart treatment method,0,0
WPIX5YSI,On-chip droop-induced circuit delay prediction based on support-vector machines,0,0
D7TZ4627,Multiple parameter control for ant colony optimization applied to feature selection problem,0,0
DV74LI85,Modified Fuzzy-Q-Learning (MFQL)-Based Mechanical Fault Diagnosis for Direct-Drive Wind Turbines Using Electrical Signals,0,0
7JBII49C,Efficient parallel implementation of reservoir computing systems,0,0
MQ5QVYIL,A Locating Method for Multi-Purposes HTs Based on the Boundary Network,0,0
RH2AS9F6,Hierarchical Temporal Memory Features with Memristor Logic Circuits for Pattern Recognition,0,0
4UPD55Z5,Data-driven approaches for meteorological time series prediction: A comparative study of the state-of-the-art computational intelligence techniques,0,0
4HSZGNWK,Incorporating Virtual Reactions into a Logic-based Ligand-based Virtual Screening Method to Discover New Leads,0,0
U7TPBL9U,Learning to recognize while learning to speak: Self-supervision and developing a speaking motor,0,1
9R7UVBWC,"""It Must Include Rules”: Middle School Students’ Computational Thinking with Computer Models in Science",0,0
BPLNMM8J,Deep multi-person kinship matching and recognition for family photos,0,0
6BM6PQF7,DTC: Transfer learning for commonsense machine comprehension,0,1
9XW6K5WN,Hand pose estimation through semi-supervised and weakly-supervised learning,0,0
D2U5IN9F,Remote explainability faces the bouncer problem,0,0
YZD2NP68,Semantic prioritization of novel causative genomic variants,0,0
QUTS25F6,Probabilistic abstract argumentation: An investigation with Boltzmann machines,1,1
8NM7C7KQ,Discovering common outcomes of agents' communicative actions in various domains,1,1
TH7FWCMJ,E-commerce consumer behaviour perception based on FPGA and machine learning,0,0
G9TQ93MT,Data Fusion Generative Adversarial Network for Multi-Class Imbalanced Fault Diagnosis of Rotating Machinery,0,0
AZAN8LE2,Profiling Web users using big data,0,0
GPRAUVD6,Optimizing the number of trees in a decision forest to discover a subforest with high ensemble accuracy using a genetic algorithm,0,0
5LCSZS5H,DREAM: Diabetic Retinopathy Analysis Using Machine Learning,0,0
FLDDJWHF,A classifier ensemble approach for the missing feature problem,0,0
EIQ6E9WS,Application of solely self-attention mechanism in CSI-fingerprinting-based indoor localization,0,0
BXRGTUWS,Statistical learning and estimation of piano fingering,0,0
XHS6DITL,Marking Key Segment of Program Input via Attention Mechanism,0,0
X6CLBQQP,"Combining a gravitational search algorithm, particle swarm optimization, and fuzzy rules to improve the classification performance of a feed-forward neural network",1,0
P987FQWL,Deep Reinforcement Learning With Quantum-Inspired Experience Replay,0,0
T7JCAMNY,A non-singleton type-2 fuzzy neural network with adaptive secondary membership for high dimensional applications,0,0
QCEHCMKX,Scale-Aware Fast R-CNN for Pedestrian Detection,0,0
GU6BT98Z,Characterizing Genetic Programming Error through Extended Bias and Variance Decomposition,0,0
WSE3XXVP,Universal Functions Originator,1,0
WYIKUZZA,Moral control and ownership in AI systems,0,0
44ZGXW2N,Multi-criteria collaborative filtering with high accuracy using higher order singular value decomposition and Neuro-Fuzzy system,0,0
VDPJ7TY5,"When SMILES smiles, Practicality Judgment and Yield Prediction of Chemical Reaction via Deep Chemical Language Processing",0,0
NGH8N47M,What can Venn diagrams teach us about doing data science better?,0,0
GFGY62WW,A new approach of attribute reduction of rough sets based on soft metric,0,0
BZSNFMDB,Comprehensive review of cybercrime detection techniques,0,0
D7DSECJI,Analysis of geo-spatiotemporal data using machine learning algorithms and reliability enhancement for urbanization decision support,0,0
L38UB3AT,Efficient mitchell's approximate log multipliers for convolutional neural networks,0,0
TERZI49U,Islanding detection of hybrid distributed generation under reduced non-detection zone,0,0
2EL8RYZ6,Encryption and watermark-treated medical image against hacking disease—An immune convention in spatial and frequency domains,0,0
4368KZP9,An effective computational technique for taxonomic position of security vulnerability in software development,0,0
4UDT99UA,On the Minimization of (Complete) Ordered Binary Decision Diagrams,0,0
5QEJVCUA,FPGA implementation of neuro-fuzzy system with improved PSO learning,0,0
9SUFPKUR,Dempster-Shafer theory-based robust least squares support vector machine for stochastic modelling,0,0
7WPFXH8D,An enhanced fuzzy min-max neural network for pattern classification,1,0
KEGFWJNU,Physical unclonable function with multiplexing units and its evaluation,0,0
NG83FZRE,Imprecise probabilities for representing ignorance about a parameter,0,0
XRT64DVB,Adaptive fuzzy approach to function approximation with PSO and RLSE,0,0
WVTGRJ3I,Mimicking short-Term memory in shape-reconstruction task using an eeg-induced type-2 fuzzy deep brain learning network,0,0
B9NRQ8K7,Dynamic statistical evaluation of safety emergency management in coal enterprises based on neural network algorithms,0,0
6C568K4L,Learning to reconstruct shape and spatially-varying reflectance from a single image,0,0
42M5E9UC,The personality of anthropomorphism: How the need for cognition and the need for closure define attitudes and anthropomorphic attributions toward robots,0,0
SV8PUFAQ,EMR2vec: Bridging the gap between patient data and clinical trial,0,0
C7QNH485,Cross-GCN: Enhancing Graph Convolutional Network with k-Order Feature Interactions,0,0
AUDI3BYI,A Micro-Extended Belief Rule-Based System for Big Data Multiclass Classification Problems,1,0
XDGGJT6N,The performance impact of data augmentation in CSP-based motor-imagery systems for BCI applications,0,0
BV8957S4,Information Transmitted from Bioinspired Neuron-Astrocyte Network Improves Cortical Spiking Network's Pattern Recognition Performance,0,0
CSK85HXC,Multi-label classification methods for improving comorbidities identification,0,0
EBHVP7TQ,Variational inference for latent variables and uncertain inputs in Gaussian processes,0,0
XXAJIZDK,An Approach for Learning Expressive Ontologies in Medical Domain,0,0
8SMKLDUD,Theorizing change in artificial intelligence: inductivising philosophy from economic cognition processes,0,0
KZ4NC6V6,A learning-based framework for engineering feature-oriented self-adaptive software systems,0,0
JCRYGN3Z,On building a CNN-based multi-view smart camera for real-time object detection,0,0
89ZRPBE8,Comprehensive preference optimization of an irreversible thermal engine using pareto based mutable smart bee algorithm and generalized regression neural network,0,0
E9RPCKQE,Hey Alexa … examine the variables influencing the use of artificial intelligent in-home voice assistants,0,0
853WD4TS,Emergent neural turing machine and its visual navigation,0,0
6MCWSWP8,Parallel massive clustering of discrete distributions,0,0
7FWC9JJ7,Cognitive architectures in multi-agent systems,1,0
B5I73P8Z,A Software Defined Network Based Fuzzy Normalized Neural Adaptive Multipath Congestion Control for the Internet of Things,0,0
PZNU3QTX,Deep Autoencoding Topic Model with Scalable Hybrid Bayesian Inference,1,0
7BFIIYA9,Monolithically Integrated RRAM- And CMOS-Based In-Memory Computing Optimizations for Efficient Deep Learning,0,0
CHRI68IF,MyDigitalFootprint: An extensive context dataset for pervasive computing applications at the edge,0,0
9Q47Z37C,Bipolar Fuzzy Nominal Classification (BFNC) framework: Application to risk analysis,1,0
VWHRTL8N,Co-active neuro-fuzzy inference system model as single imputation approach for non-monotone pattern of missing data,1,0
Q7DDDTU8,Performance Improvement of a Parsimonious Learning Machine Using Metaheuristic Approaches,0,0
WCX5RDQN,The Effects of Approximate Multiplication on Convolutional Neural Networks,0,0
CZ6Z825N,Automatic Power Quality Events Recognition Using Modes Decomposition Based Online P-Norm Adaptive Extreme Learning Machine,0,0
5P4DT7LW,Adaptation and Robust Learning of Probabilistic Movement Primitives,0,0
CXILJ5AL,Design and Analysis of Efficient Maximum/Minimum Circuits for Stochastic Computing,0,0
L8FJL2UB,The Semantic Web identity crisis: In search of the trivialities that never were,0,0
GZPTGTTY,A fuzzy deterministic policy gradient algorithm for pursuit-evasion differential games,0,0
PFBYGX9G,Fault diagnosis of multi-state gas monitoring network based on fuzzy Bayesian net,0,0
9R7FKJJ7,A novel classifier exploiting mobility behaviors for sybil detection in connected vehicle systems,0,0
A99BZ2KD,Supervised segmentation of Un-annotated retinal fundus images by synthesis,0,0
7VJ38DWQ,A Model-Based-Random-Forest Framework for Predicting Vt Mean and Variance Based on Parallel Id Measurement,0,0
7Q942VQT,Integration of weighted LS-SVM and manifold learning for fuzzy modeling,0,0
YP846REE,A non-homogeneous beat-based harmony Markov model,0,0
TZMTKKVF,Patient2Vec: A Personalized Interpretable Deep Representation of the Longitudinal Electronic Health Record,0,0
JI2ZGIB3,IFS-IBA similarity measure in machine learning algorithms,0,0
K4XTMZYM,Efficient Approach for RLS Type Learning in TSK Neural Fuzzy Systems,0,1
IJRUKAQJ,Fuzzy system with tabu search learning for classification of motor imagery data,0,0
ZUWRFP3V,Segment delay learning from quantized path delay measurements,0,0
KU7K434X,Energy efficient telemonitoring of physiological signals via compressed sensing: A fast algorithm and power consumption evaluation,0,0
7E3ILDK6,Facing the classification of binary problems with a hybrid system based on quantum-inspired binary gravitational search algorithm and K-NN method,0,0
JIKDADBI,Improved Izhikevich neurons for spiking neural networks,0,0
6Q97MQ9X,Encoding decisions and expertise in the operator's eyes: Using eye-tracking as input for system adaptation,0,0
9U46ZZIQ,"ACE-RL-Checkers: decision-making adaptability through integration of automatic case elicitation, reinforcement learning, and sequential pattern mining",0,0
IQDXYGXM,Semantic Inference on Clinical Documents: Combining Machine Learning Algorithms with an Inference Engine for Effective Clinical Diagnosis and Treatment,1,0
KTSEP3MD,Gesture phase segmentation using support vector machines,0,0
HP5QINKM,Knowledge-based dynamic cluster model for healthcare management using a convolutional neural network,1,0
GIGBKUH9,Exploring Joint AB-LSTM with Embedded Lemmas for Adverse Drug Reaction Discovery,0,0
J4NN3VZU,Visual Exploration of Neural Document Embedding in Information Retrieval: Semantics and Feature Selection,0,1
GS3TRUYZ,Semi-supervised learning for big social data analysis,0,1
YQWL34MG,Transfer learning for temporal nodes Bayesian networks,0,0
W9TMPWD3,MPlane: An intelligent measurement plane for the internet,0,0
CTKS4HDY,Concept learning games: An ontological study in multi-agent systems,0,1
YGHML3ZJ,Recognizing Textual Entailment: Models and Applications,0,1
QKLCCZ63,Sequential pattern mining for discovering gene interactions and their contextual information from biomedical texts,1,0
NPYJ5FID,STA-VPR: Spatio-Temporal Alignment for Visual Place Recognition,0,0
5VH3E5M9,Caching in Dynamic IoT Networks by Deep Reinforcement Learning,0,0
YL4ZI2G8,Task-level decision-making for dynamic and stochastic human-robot collaboration based on dual agents deep reinforcement learning,0,0
5J8RTJVP,MDPET: A Unified Motion Correction and Denoising Adversarial Network for Low-dose Gated PET,0,0
52VZV6RF,BlockChain Inspired Secure Computation Offloading in a Vehicular Cloud Network,0,0
PTRMN82I,CANnolo: An Anomaly Detection System based on LSTM Autoencoders for Controller Area Network,0,0
XXWA6IDE,An integrated hardware/software design methodology for signal processing systems,0,0
P958T24R,Efficient Provision of Service Function Chains in Overlay Networks using Reinforcement Learning,0,0
SZEMRD6T,High-Performance Mixed-Signal Neurocomputing with Nanoscale Floating-Gate Memory Cell Arrays,0,0
LTG4H2T7,Action Recognition in Video Sequences using Deep Bi-Directional LSTM with CNN Features,0,0
6YT3A43E,HEIF: Highly Efficient Stochastic Computing-Based Inference Framework for Deep Neural Networks,0,0
UVB23K7X,Detection of congestive heart failure from short-term heart rate variability segments using hybrid feature selection approach,0,0
9VPCE6XF,Mining of multiple ailments correlated to diabetes mellitus,1,0
UJIATK82,An outcome-based process optimization model using fuzzy-based association rules,0,1
8UG3LWZ2,Discriminate the response of Acute Myeloid Leukemia patients to treatment by using proteomics data and Answer Set Programming,0,0
JND5WIDK,A nifty collaborative intrusion detection and prevention architecture for Smart Grid ecosystems,0,0
GDILT24M,Explainable matrix - Visualization for global and local interpretability of random forest classification ensembles,1,0
XX7WS372,A fuzzy recurrent neural network for driver fatigue detection based on steering-wheel angle sensor data,0,0
XANCSBUN,Mixture Model Segmentation System for Parasagittal Meningioma brain Tumor Classification based on Hybrid Feature Vector,0,0
8KIU5K89,GCHAR: An efficient Group-based Context—aware human activity recognition on smartphone,0,0
LVJ8NGHX,A computational analysis of general intelligence tests for evaluating cognitive development,0,1
MPD5LQBT,Cost-optimal constrained correlation clustering via weighted partial Maximum Satisfiability,0,1
RF2K8SKR,Decentralized fuzzy H∞ filtering for networked interconnected systems under communication constraints,0,0
W4YGE6EP,On-line failure prediction in safety-critical systems,0,0
C88SJL9M,Diagnosis of Diabetes Diseases Using An Artificial Immune Recognition System2 (AIRS2) with Fuzzy K-nearest neighbor,0,0
64PUCVJG,A hierarchical ART network for the stable incremental learning of topological structures and associations from noisy data,1,0
6E8IIJBD,CamurWeb: A classification software and a large knowledge base for gene expression data of cancer,0,0
C429YPM9,A risk management model for familial breast cancer: A new application using Fuzzy Cognitive Map method,0,0
SBAVWUXC,MGRL: Graph neural network based inference in a Markov network with reinforcement learning for visual navigation,0,0
XX94M9IT,A fast self-attention cascaded network for object detection in large scene remote sensing images,0,0
LA3ZCUJQ,Blind image quality prediction by exploiting multi-level deep representations,0,0
9P9QE6TC,Iterative Conditional Entropy Kalman filter (ICEKF) for noise reduction and Neuro Optimized Emotional Classifier (NOEC),0,0
2TMBQQEB,Semi-supervised Learning for Affective Common-Sense Reasoning,1,0
JWQ2MLPN,A new complex fuzzy inference system with fuzzy knowledge graph and extensions in decision making,0,0
JWFAF6EL,Efficient search over incomplete knowledge graphs in binarized embedding space,0,0
G53C9EAE,Automatic Expansion of Domain-Specific Affective Models for Web Intelligence Applications,0,0
QX9HWF7E,Can We Forecast Presidential Election Using Twitter Data? An Integrative Modelling Approach,0,0
G2LNXX9W,Human pavlovian fear conditioning conforms to probabilistic learning,0,0
V3NNAZML,A big data driven sustainable manufacturing framework for condition-based maintenance prediction,0,0
7YX447XS,Concept generalization and fusion for abstractive sentence generation,0,1
GAAS3CGX,A novel user interaction middleware component system for ubiquitous soft computing environment by using fuzzy agent computing system,0,0
JFZCSQ6R,Learning Hierarchical Review Graph Representations for Recommendation,0,0
8TSFYHPM,Prediction of fetal state from the cardiotocogram recordings using neural network models,0,0
IRZUHU7N,Metalearning for choosing feature selection algorithms in data mining: Proposal of a new framework,0,0
SGXN3E79,Artificial neural networks for water quality soft-sensing in wastewater treatment: a review,0,0
44UQWM7C,Optimizing Locations and Qualities of Multiple Facilities With Competition via Intelligent Search,0,0
28FVD3B5,Knowledge-based reinforcement learning controller with fuzzy-rule network: experimental validation,1,0
C3XUFTES,A Data-Driven Asynchronous Neural Network Accelerator,0,0
5HARP4V6,Multi-criterion mammographic risk analysis supported with multi-label fuzzy-rough feature selection,0,0
NKEYVKMC,MEG: Memory and energy efficient garbled circuit evaluation on smartphones,0,0
